artist,categories,date_added,dated,description,dimensions,height,image,location,medium,price,title,url,width
"Adolphe Theodore Jules Martial Potémont,Auguste Delâtre,Cadart & Luquet, Paris",insunsh,2011-02-19,1863,"canal with arcing bridge of wrought iron and brick in middle ground; paved brick walkways on either side of canal; boats in distance; trees beyond bridge on both side of waterway, with buildings; a few pedestrians","9 3/8 × 12 3/8 in. (23.81 × 31.43 cm) (plate)
13 × 20 3/4 in. (33.02 × 52.71 cm) (sheet)",,http://pstrial-2019-12-16.toscrape.com/content/35751.jpg,Not on View,Engraving,131.61,Le Canal St. Martin,http://pstrial-2019-12-16.toscrape.com/item/35751/Le_Canal_St_Martin?back=155,
Carl Oscar Borg,insunsh,2009-03-23,"July 25, 1937","letter with pen and ink drawing with touches of color at top; drawing of a seated white dog with tan spots, with an empty tin can tied to its tail; ""JAG."" above dog's head; ""KONST."" on can; ""Los Angeles 25/7 1937."", in URC below drawing; text of letter in Swedish, in black ink; received matted and sandwiched between two pieces of Plexiglas (taped closed with Scotch tape)","10 5/16 × 7 3/16 in. (26.19 × 18.26 cm) (sheet)
15 × 11 1/4 × 3/8 in. (38.1 × 28.58 × 0.95 cm) (mount)",,http://pstrial-2019-12-16.toscrape.com/content/35704.jpg,Not on View,Ink and colors on paper,130.72,Manuscript letter with drawing of dog,http://pstrial-2019-12-16.toscrape.com/item/35704/Manuscript_letter_with_drawing?back=155,
"Toyohara  Chikanobu,Fukuda Hatsujirō",insunsh,2017-09-21,August 1897,"triptych, three sheets attached and folded in album: ornately decorated shrine with procession of ornately dressed male figures in red and black emerging from gate; other male spectators kneeling","13 15/16 × 28 in. (35.4 × 71.12 cm) (image, vertical ōban triptych)",,http://pstrial-2019-12-16.toscrape.com/content/35703.jpg,Not on View,Woodblock print (nishiki-e); ink and color on paper,135.88,The Scene of the First Visit to Zo_jo_ji Temple of the Year,http://pstrial-2019-12-16.toscrape.com/item/35703/The_Scene_of_the_First_Visit_t?back=155,
Alec William Soth,insunsh,2016-04-09,2013 (printed 2014),"standing man seen from back in baseball unform (wearing #10, with the name ""Guyer"") with blue shirt, white pants, and blue and orange cap, with feet apart, in empty outfield of grass","39 5/16 × 49 3/16 in. (99.85 × 124.94 cm) (sight)
40 × 50 in. (101.6 × 127 cm) (image, sheet)
40 11/16 × 50 3/4 × 1 9/16 in. (103.35 × 128.91 × 3.97 cm) (outer frame)",,http://pstrial-2019-12-16.toscrape.com/content/35529.jpg,Not on View,Archival pigment print mounted on Dibond,589.91,CF#1,http://pstrial-2019-12-16.toscrape.com/item/35529/CF_1?back=155,
,insunsh,2014-11-13,20th century,brown field; red and white fringe and band at short sides; two banded stripes at center; diamond patterning at center; side stripes of rectangular patterned zig-zags; sequins band at short sides,28 5/8 x 13 5/8in. (72.7 x 34.6cm),34.6,http://pstrial-2019-12-16.toscrape.com/content/35337.jpg,Not on View,"Cotton, sequins; supplementary weft patterning",225.05,Myanmar,http://pstrial-2019-12-16.toscrape.com/item/35337/Myanmar?back=155,72.7
Michael A. Smith,insunsh,2013-11-21,1978,,"7 9/16 x 9 9/16 in. (19.21 x 24.29 cm) (image)
13 x 15 in. (33.02 x 38.1 cm) (mount)",24.29,http://pstrial-2019-12-16.toscrape.com/content/35131.jpg,Not on View,Gelatin silver print,278.75,"Toroweap, Arizona",http://pstrial-2019-12-16.toscrape.com/item/35131/Toroweap_Arizona?back=155,19.21
,insunsh,2014-09-03,Date Unknown,"3 bands set with 11 oval, highly polished turquoise; silver drops between stones",1/2 x 2 3/4 x 2 3/4 in. (1.27 x 6.99 x 6.99 cm),,http://pstrial-2019-12-16.toscrape.com/content/36269.jpg,Not on View,"Silver, turquoise",82.89,Bracelet,http://pstrial-2019-12-16.toscrape.com/item/36269/Bracelet?back=155,
,insunsh,2014-07-18,Date Unknown,"child's bracelet; band with filled design, single turquoise",5/16 x 1/2 x 1/2 in. (0.79 x 1.27 x 1.27 cm),,http://pstrial-2019-12-16.toscrape.com/content/36232.jpg,Not on View,"Silver, turquoise",311.12,Baby's bracelet,http://pstrial-2019-12-16.toscrape.com/item/36232/Baby_s_bracelet?back=155,
,insunsh,2011-06-12,c. 1950,brass band with stamped design,3/4 x 2 7/16 x 2 7/16 in. (1.91 x 6.19 x 6.19 cm),,http://pstrial-2019-12-16.toscrape.com/content/36166.jpg,Not on View,Brass,561.6,Bracelet,http://pstrial-2019-12-16.toscrape.com/item/36166/Bracelet?back=155,
,insunsh,2012-11-12,Date Unknown,band with stamped design,1 3/16 x 2 1/2 x 2 1/2 in. (3.02 x 6.35 x 6.35 cm),,http://pstrial-2019-12-16.toscrape.com/content/36142.jpg,Not on View,Silver,59.93,Bracelet,http://pstrial-2019-12-16.toscrape.com/item/36142/Bracelet?back=155,
,insunsh,2017-07-25,19th century,,13 1/2 x 2 in. (34.29 x 5.08 cm),5.08,http://pstrial-2019-12-16.toscrape.com/content/36113.jpg,Not on View,Linen; lace,230.66,Belgian rosepoint lace collar,http://pstrial-2019-12-16.toscrape.com/item/36113/Belgian_rosepoint_lace_collar?back=155,34.29
Paul Gavarni (Sulpice-Guillaume Chevalier),insunsh,2010-12-20,1858,"bare-chested young man with long hair, wearing a printed robe with a jester's scepter stuck into the belt; man holds a skull in his PL hand with emerging butterflies",17 3/4 x 12 3/8 in. (45.09 x 31.43 cm) (sheet),31.43,http://pstrial-2019-12-16.toscrape.com/content/36088.jpg,Not on View,Lithograph,815.1,"Toqués, toqués, Plate 1 from ""Les Toquades""",http://pstrial-2019-12-16.toscrape.com/item/36088/Toqu_s_toqu_s_Plate_1_from_Les?back=155,45.09
Alexander Bannerman,insunsh,2009-02-23,18th century,"two oval portrait busts: John van Belcamp facing left, looking toward viewer has long curly hair; George Geldorp facing right looking at viewer; swag in upper left corner; rose garland upper right with bow","6 3/8 × 4 3/8 in. (16.19 × 11.11 cm) (image)
8 7/16 × 5 1/2 in. (21.43 × 13.97 cm) (sheet)
11 3/4 × 9 1/2 in. (29.85 × 24.13 cm) (mount)",,http://pstrial-2019-12-16.toscrape.com/content/35998.jpg,Not on View,Engraving,827.51,Portraits of John van Belcamp and George Geldorp,http://pstrial-2019-12-16.toscrape.com/item/35998/Portraits_of_John_van_Belcamp_?back=155,
,insunsh,2014-07-28,c. 1880,"uppers beaded overall with predominately white beads; repeating bands with vertical blue squares and white squares with red centers around heel and sides near top, extending into two triangular shaped bands with similar motifs on top of moccasins; repeating red and green conjoined triangles around bottom outer edges; forked tongue beaded in blue and white; red cotton fabric around moccasin openings","3 1/4 × 4 1/2 × 10 5/8 in. (8.26 × 11.43 × 26.99 cm) (a, left)
3 5/8 × 4 1/4 × 10 5/8 in. (9.21 × 10.8 × 26.99 cm) (b, right)",,http://pstrial-2019-12-16.toscrape.com/content/35939.jpg,Not on View,"Beads, buffalo hide, cotton cloth",93.49,Pair of moccasins,http://pstrial-2019-12-16.toscrape.com/item/35939/Pair_of_moccasins?back=155,
"Francis Hayman,Charles Grignion",insunsh,2011-06-12,18th century,a man seated at a table with left elbow on stack of two books; quill in right hand; paper on table; angel/muse above; at left man and woman in the doorway,"6 1/2 × 4 in. (16.51 × 10.16 cm) (image, sheet)
11 13/16 × 9 5/8 in. (30 × 24.45 cm) (mount)",,http://pstrial-2019-12-16.toscrape.com/content/35928.jpg,Not on View,Engraving,749.61,Print,http://pstrial-2019-12-16.toscrape.com/item/35928/Print?back=155,
Taigadō Teiryo,insunsh,2012-06-11,second half 19th century,colorful landscape with double arched bridge in lower center with people gazing over river; willows near river; pagoda on river at LRQ; two other brides in upper half; colorful spots in river,8 15/16 × 6 5/8 in. (22.7 × 16.83 cm) (image),,http://pstrial-2019-12-16.toscrape.com/content/35918.jpg,Not on View,Ink and colors on paper,302.14,Megane Bridge in Kyoto,http://pstrial-2019-12-16.toscrape.com/item/35918/Megane_Bridge_in_Kyoto?back=155,
Jean-Pierre Norblin de la Gourdaine,insunsh,2009-10-15,1779,,"1 x 1 1/8 in. (2.6 x 2.9 cm) (image)
2 x 1 3/4 in. (5.1 x 4.5 cm) (sheet)",2.9,http://pstrial-2019-12-16.toscrape.com/content/37379.jpg,Not on View,Etching,260.43,Head of a Man with a Turban Adorned with Pearls in Profile,http://pstrial-2019-12-16.toscrape.com/item/37379/Head_of_a_Man_with_a_Turban_Ad?back=155,2.6
Edouard Vuillard,insunsh,2013-07-05,1891,,14 1/4 x 18 1/2in. (36.2 x 47cm),47.0,http://pstrial-2019-12-16.toscrape.com/content/37106.jpg,Not on View,Charcoal on blue-gray paper,97.09,Self-Portrait,http://pstrial-2019-12-16.toscrape.com/item/37106/Self-Portrait?back=155,36.2
Philip Little,insunsh,2017-05-13,1921,,"9 15/16 x 8 in. (25.24 x 20.32 cm) (plate)
15 1/4 x 11 7/16 in. (38.74 x 29.05 cm) (sheet)",20.32,http://pstrial-2019-12-16.toscrape.com/content/37013.jpg,Not on View,Etching,603.25,The Old Weir - Mashahan Island,http://pstrial-2019-12-16.toscrape.com/item/37013/The_Old_Weir_-_Mashahan_Island?back=155,25.24
Gardner C. Teall,insunsh,2014-11-16,20th century,,"3 7/16 x 2 7/16 in. (8.73 x 6.19 cm) (plate)
5 11/16 x 7 9/16 in. (14.45 x 19.21 cm) (sheet)",6.19,http://pstrial-2019-12-16.toscrape.com/content/36908.jpg,Not on View,Etching,660.85,Landscape (with clouded sunset),http://pstrial-2019-12-16.toscrape.com/item/36908/Landscape_with_clouded_sunset_?back=155,8.73
Bernard Sanders,insunsh,2012-09-14,1921-1967,,"4 1/8 x 7 5/16 in. (10.48 x 18.57 cm) (plate)
7 11/16 x 11 1/8 in. (19.53 x 28.26 cm) (sheet)",18.57,http://pstrial-2019-12-16.toscrape.com/content/36868.jpg,Not on View,Etching and drypoint,289.76,Boy and Bird,http://pstrial-2019-12-16.toscrape.com/item/36868/Boy_and_Bird?back=155,10.48
Thomas Cox,insunsh,2009-05-02,1985,,"21 1/8 x 16 1/4 in. (53.66 x 41.28 cm) (image)
26 x 18 5/8 in. (66.04 x 47.31 cm) (sheet)",41.28,http://pstrial-2019-12-16.toscrape.com/content/36723.jpg,Not on View,Lithograph on Japan paper,686.46,1986 Calendar,http://pstrial-2019-12-16.toscrape.com/item/36723/1986_Calendar?back=155,53.66
"Pablo Picasso,Poems by Luis de Góngora y Argote,Z. Millner,Les Grands Peintres, Modernes et le Livre, Paris, France,Fequet et Baudier, Paris, France , (text),Atelier Roger Lacourière, Paris, France , (etchings),Pierre-Lucien Martin",insunsh,2010-06-02,1948,"41 etchings; binding: morocco with color leather inlays, P.L. Martin, 1958; endpapers: suede; slip case: suede coverguard & slip case, edged in leather",14 7/8 x 10 5/8in. (37.8 x 27cm),27.0,http://pstrial-2019-12-16.toscrape.com/content/36629.jpg,Not on View,Etchings and lift-ground aquatints; letterpress; bound volume,609.15,Vingt poèmes de Góngora (Twenty Poems by Góngora),http://pstrial-2019-12-16.toscrape.com/item/36629/Vingt_po_mes_de_G_ngora_Twenty?back=155,37.8
"Pablo Picasso,Text attributed to Fernando de Rojas,Editions de l'Atelier Crommelynck, Paris, France,Fequet et Baudier, Paris, France (text and typography),Atelier Crommelynck, Paris, France (etchings)",insunsh,2011-11-06,1971,66 etchings; type: Garamond Corps 10,8 1/4 x 6 5/8in. (21 x 16.8cm),16.8,http://pstrial-2019-12-16.toscrape.com/content/36379.jpg,Not on View,"Etchings, aquatints, letterpress",756.16,La Celestine (Carlota Valdivia),http://pstrial-2019-12-16.toscrape.com/item/36379/La_Celestine_Carlota_Valdivia_?back=155,21.0
,insunsh,2012-09-26,19th century,pale green petticoat; flannel with scalloped edge embroidered with grape vine motif,25 in. (63.5 cm),,http://pstrial-2019-12-16.toscrape.com/content/36355.jpg,Not on View,Flannel; lace,181.21,Petticoat,http://pstrial-2019-12-16.toscrape.com/item/36355/Petticoat?back=155,
,insunsh,2013-09-19,c. 1910,"thick hide envelope case; three pairs of holes for ties on top; geometric designs (triangles, diamonds, bars) in bright blue, yellow, red and green",2 3/4 x 23 1/4 x 14 in. (6.99 x 59.06 x 35.56 cm),,http://pstrial-2019-12-16.toscrape.com/content/36293.jpg,Not on View,"Animal hide, pigment",56.5,"Parfleche, one of a pair",http://pstrial-2019-12-16.toscrape.com/item/36293/Parfleche_one_of_a_pair?back=155,
,insunsh,2014-09-18,20th century,Fabric piece; dark indigo with multicolored center pattern formed by discontinuous supplementary weft; 4 selvages,35 1/4 x 26 1/8 in. (89.5 x 66.4 cm),66.4,http://pstrial-2019-12-16.toscrape.com/content/38038.jpg,Not on View,"Cotton, silk",336.55,Fabric piece,http://pstrial-2019-12-16.toscrape.com/item/38038/Fabric_piece?back=155,89.5
,insunsh,2015-01-07,9th-5th century BCE,,5 x 2 15/16 x 2 15/16 in. (12.7 x 7.46 x 7.46 cm),,http://pstrial-2019-12-16.toscrape.com/content/37845.jpg,Not on View,Bronze,147.9,Situla,http://pstrial-2019-12-16.toscrape.com/item/37845/Situla?back=155,
Paul Storr,insunsh,2015-03-30,1808-1809,"lobed edge, gadroon border, crested",3/4 x 11 1/4 x 11 1/4 in. (1.91 x 28.58 x 28.58 cm),,http://pstrial-2019-12-16.toscrape.com/content/37821.jpg,Not on View,Silver,749.87,"Plate, one of a pair",http://pstrial-2019-12-16.toscrape.com/item/37821/Plate_one_of_a_pair?back=155,
,insunsh,2011-12-19,Date Unknown,"one of a pair of ornaments; one end has a large cone with a swirl and floral design with a dot background; cone is attached to a half-circle piece; this piece has a fish with a swirl etched into it; connecting piece has thin wire wrapped around it; connecting piece has a circle of wire loops; these loops have leaf-like, thin pieces dangling down",7 x 4 1/2 x 3 in. (17.78 x 11.43 x 7.62 cm),,http://pstrial-2019-12-16.toscrape.com/content/37668.jpg,Not on View,Silver,97.27,"Ornament, one of a pair",http://pstrial-2019-12-16.toscrape.com/item/37668/Ornament_one_of_a_pair?back=155,
Jean-Pierre Norblin de la Gourdaine,insunsh,2009-11-08,1778,,"1 3/16 x 1 1/16 in. (3.05 x 2.65 cm) (image)
2 1/16 x 1 13/16 in. (5.25 x 4.6 cm) (sheet)",2.65,http://pstrial-2019-12-16.toscrape.com/content/37654.jpg,Not on View,Etching and drypoint,585.22,Head of a Man with a Full Black Beard,http://pstrial-2019-12-16.toscrape.com/item/37654/Head_of_a_Man_with_a_Full_Blac?back=155,3.05
,insunsh,2013-02-19,20th century,"long tube of plaid fabric in shades of red and blue; embroidery:  geometric star in octagon and diamonds in rectangle alternate with stripes of squares, three squares wide; embroidery colors include blue, green and pink","110 x 13 1/2 in. (279.4 x 34.29 cm) (irregular, length folded in half)",34.29,http://pstrial-2019-12-16.toscrape.com/content/37531.jpg,Not on View,Cotton or linen (?); needlework,483.3,Bottom trim for mosquito net,http://pstrial-2019-12-16.toscrape.com/item/37531/Bottom_trim_for_mosquito_net?back=155,279.4
Alec William Soth,insunsh,2011-10-16,2002,woman with long blonde hair wearing straw hat and pink dress; woman is seated on bed with Disney Princesses blanket,40 1/8 x 50 1/8 in. (101.92 x 127.32 cm),127.32,http://pstrial-2019-12-16.toscrape.com/content/37522.jpg,Not on View,Chromogenic print,116.68,"Crystal, Easter, New Orleans, Louisiana",http://pstrial-2019-12-16.toscrape.com/item/37522/Crystal_Easter_New_Orleans_Lou?back=155,101.92
Drahomir Josef Ruzicka,insunsh,2009-01-20,1937,"fishing fleet in harbor; ""Santa Rosa"" is boat at center front; ""Diana"" at front left; hills visible in far distance; dark clouds, top and left side","13 7/16 x 10 1/2 in. (34.13 x 26.67 cm) (image)
13 7/8 x 10 15/16 in. (35.24 x 27.78 cm) (sheet)",26.67,http://pstrial-2019-12-16.toscrape.com/content/37472.jpg,Not on View,Gelatin silver print,156.29,"Daybreak in the Harbor of Monterey, California",http://pstrial-2019-12-16.toscrape.com/item/37472/Daybreak_in_the_Harbor_of_Mont?back=155,34.13
attributed to James Musgrave,insunsh,2017-06-27,c. 1800,"urn shape with square base; openwork geometric ""rail"" at top rim with bead row below; cover with finial; engraved looping design may be stylized monogram (SP?)",10 5/16 x 4 11/16 x 4 11/16 in. (26.19 x 11.91 x 11.91 cm),,http://pstrial-2019-12-16.toscrape.com/content/37454.jpg,Not on View,Sterling silver,620.7,Sugar urn,http://pstrial-2019-12-16.toscrape.com/item/37454/Sugar_urn?back=155,
Thomas F. Arndt,insunsh,2016-03-02,1973,older woman wearing dress with cross pattern and black glasses seated on doghouse in yard,"9 9/16 x 9 7/16 in. (24.29 x 23.97 cm) (image)
13 7/8 x 10 7/8 in. (35.24 x 27.62 cm) (sheet)",23.97,http://pstrial-2019-12-16.toscrape.com/content/37410.jpg,Not on View,Gelatin silver print,342.83,"Aunt Fud and Candy's Dog House, Fergus Falls, Minnesota",http://pstrial-2019-12-16.toscrape.com/item/37410/Aunt_Fud_and_Candy_s_Dog_House?back=155,24.29
,insunsh,2010-03-22,250 BCE - 300 CE,"Woven and knitted wool, multi-colored",6 x 1 1/2 in. (15.24 x 3.8 cm),3.8,http://pstrial-2019-12-16.toscrape.com/content/38723.jpg,Not on View,Wool,752.78,Textile Fragment,http://pstrial-2019-12-16.toscrape.com/item/38723/Textile_Fragment?back=155,15.24
Philip Melnick,insunsh,2009-01-31,1976,,"9 x 9 in. (22.86 x 22.86 cm) (image)
13 7/8 x 10 7/8 in. (35.24 x 27.62 cm) (sheet)",22.86,http://pstrial-2019-12-16.toscrape.com/content/38626.jpg,Not on View,Gelatin silver print,341.73,Untitled,http://pstrial-2019-12-16.toscrape.com/item/38626/Untitled?back=155,22.86
,insunsh,2017-09-08,Date Unknown,"Fragment of weft-faced, complementary weft border with scrolls and interlocking lizard motif in white, yellow, blue, red, cream, and brown. Small fragment of plain-weave white cloth attached. Badly frayed on one corner.",3 3/4 x 10 1/4in. (9.5 x 26cm),26.0,http://pstrial-2019-12-16.toscrape.com/content/38571.jpg,Not on View,"Cotton, camelid fiber",781.41,Border Fragment,http://pstrial-2019-12-16.toscrape.com/item/38571/Border_Fragment?back=155,9.5
Ralph Steiner,insunsh,2012-09-06,printed 1977,,4 7/8 x 6 5/8 in. (12.38 x 16.83 cm) (image),16.83,http://pstrial-2019-12-16.toscrape.com/content/38518.jpg,Not on View,Gelatin silver print (printed 1977),387.23,Untitled,http://pstrial-2019-12-16.toscrape.com/item/38518/Untitled?back=155,12.38
Joel Snyder,insunsh,2012-10-05,1976,,"7 9/16 x 7 13/16 in. (19.21 x 19.84 cm) (image)
13 15/16 x 11 in. (35.4 x 27.94 cm) (sheet)",19.84,http://pstrial-2019-12-16.toscrape.com/content/38488.jpg,Not on View,Gelatin silver print,852.88,"Tom Mosley (Sugar Bear) Shaving Steve Reno, State Asylum, Chester, Illinois",http://pstrial-2019-12-16.toscrape.com/item/38488/Tom_Mosley_Sugar_Bear_Shaving_?back=155,19.21
Ralph Steiner,insunsh,2009-10-03,1936 (printed 1977),,"9 1/2 x 7 1/2 in. (24.13 x 19.05 cm) (image)
16 13/16 x 13 15/16 in. (42.7 x 35.4 cm) (mount)",19.05,http://pstrial-2019-12-16.toscrape.com/content/38477.jpg,Not on View,Gelatin silver print (printed 1977),417.24,After the Rehearsal,http://pstrial-2019-12-16.toscrape.com/item/38477/After_the_Rehearsal?back=155,24.13
,insunsh,2011-02-06,1748,"tapered and cylindrical, chased with foliate sprays, gilt interior; maker: AK",1 3/4in. (4.4cm),,http://pstrial-2019-12-16.toscrape.com/content/38426.jpg,Not on View,Silver,891.36,Beaker,http://pstrial-2019-12-16.toscrape.com/item/38426/Beaker?back=155,
Nara Masayoshi,insunsh,2009-03-04,18th-19th century,"Tsuba Sword guard in form of Buddhist demon (Oni), seated",2 3/4 x 2 1/2 in. (6.99 x 6.4 cm),6.4,http://pstrial-2019-12-16.toscrape.com/content/38124.jpg,Not on View,Copper,500.5,Sword guard (tsuba),http://pstrial-2019-12-16.toscrape.com/item/38124/Sword_guard_tsuba_?back=155,6.99
Frank W. Gohlke,insunsh,2012-03-31,1975 (printed 1976),,"13 13/16 x 13 13/16 in. (35.08 x 35.08 cm) (image)
19 13/16 x 15 13/16 in. (50.32 x 40.16 cm) (sheet)",35.08,http://pstrial-2019-12-16.toscrape.com/content/38081.jpg,Not on View,Gelatin silver print,647.0,"Putt-Putt Miniature Golf Course, Minneapolis",http://pstrial-2019-12-16.toscrape.com/item/38081/Putt-Putt_Miniature_Golf_Cours?back=155,35.08
Joseph Jachna,insunsh,2008-11-26,1975,,"9 x 13 7/16 in. (22.86 x 34.13 cm) (image)
16 x 20 in. (40.64 x 50.8 cm) (mount)",34.13,http://pstrial-2019-12-16.toscrape.com/content/38072.jpg,Not on View,Gelatin silver print,255.07,Colorado,http://pstrial-2019-12-16.toscrape.com/item/38072/Colorado?back=155,22.86
William B. Post,insunsh,2016-05-15,19th-20th century,grasses in foreground; 2 blurry trees in background,"8 1/2 x 3 5/16 in. (21.59 x 8.41 cm) (image)
8 1/2 x 3 5/16 in. (21.59 x 8.41 cm) (sheet)",8.41,http://pstrial-2019-12-16.toscrape.com/content/39831.jpg,Not on View,Platinum print,419.32,Untitled [Field Grasses],http://pstrial-2019-12-16.toscrape.com/item/39831/Untitled_Field_Grasses_?back=155,21.59
,insunsh,2010-07-13,Date Unknown,"Seated figure attached to center of shaft, resting its toes on a platform; top metal section has threaded end",33 7/16 x 3 x 1 13/16 in. n(84.9 x 7.6 x 4.6 cm),,http://pstrial-2019-12-16.toscrape.com/content/39631.jpg,Not on View,"Wood, metal, pigment",510.5,Staff,http://pstrial-2019-12-16.toscrape.com/item/39631/Staff?back=155,
,insunsh,2017-09-09,19th-20th century,Flat crocodile with diamond shaped body. Protrusion coming out of PL side.,3/16 x 1 1/2 x 2 1/8 in. (0.48 x 3.81 x 5.4 cm),,http://pstrial-2019-12-16.toscrape.com/content/39586.jpg,Not on View,Brass,310.7,Goldweight [Crocodile with Diamond-Shaped Body],http://pstrial-2019-12-16.toscrape.com/item/39586/Goldweight_Crocodile_with_Diam?back=155,
,insunsh,2011-04-02,19th-20th century,,1 3/8 x 3/4 x 3 3/16 in. (3.49 x 1.91 x 8.1 cm),,http://pstrial-2019-12-16.toscrape.com/content/39463.jpg,Not on View,Brass,106.48,Goldweight [Camel],http://pstrial-2019-12-16.toscrape.com/item/39463/Goldweight_Camel_?back=155,
,insunsh,2011-12-04,19th century,ink well and hand operated wheel with string wrapped around wheel and lead through inkwell; set in wood block carved with cloud and open floral design at one end; traces of red or orange pigment at top near wheel well,2 3/4 x 10 7/8 x 4 3/8in. (7 x 27.6 x 11.1cm),,http://pstrial-2019-12-16.toscrape.com/content/39424.jpg,Not on View,"Pine, elm, brass, copper",863.68,Carpenter and Cabinet Maker Ink Line,http://pstrial-2019-12-16.toscrape.com/item/39424/Carpenter_and_Cabinet_Maker_In?back=155,
,insunsh,2011-05-23,1879,block of text at lower center with trees and birds in borders on sides and bottom; pair of female lions with radiating faces behind their backs and a tree between them; pair of green and orange birds at top; all surrounded by text border,"27 3/8 x 21 1/4 in. (69.53 x 53.98 cm) (sheet)
31 1/8 x 25 1/4 in. (79.1 x 64.1 cm) (with added border)",53.98,http://pstrial-2019-12-16.toscrape.com/content/39302.jpg,Not on View,"Paper, ink, pigment",799.51,Ketubah (marriage contract),http://pstrial-2019-12-16.toscrape.com/item/39302/Ketubah_marriage_contract_?back=155,69.53
Caughley (Salopian) Works,insunsh,2012-06-08,c. 1780-1790,blue and white Oriental design,1 3/4 x 2 7/8 in. (4.4 x 7.3 cm),7.3,http://pstrial-2019-12-16.toscrape.com/content/39237.jpg,G317,Pottery,477.04,"Cup and saucer, from a child's tea set, in blue and white",http://pstrial-2019-12-16.toscrape.com/item/39237/Cup_and_saucer_from_a_child_s_?back=155,4.4
"Jaroslav Rössler,Prague House of Photography",insunsh,2017-03-13,c. 1926,curled strip of film; fair visible images of a woman with ear-length dark hair on strip,"7 15/16 x 8 in. (20.16 x 20.32 cm) (image)
9 3/16 x 9 1/16 in. (23.34 x 23.02 cm) (sheet)",20.32,http://pstrial-2019-12-16.toscrape.com/content/39115.jpg,Not on View,Gelatin silver print (printed 1991),658.18,Untitled,http://pstrial-2019-12-16.toscrape.com/item/39115/Untitled?back=155,20.16
Attributed to Harvey Ellis,insunsh,2011-12-22,c. 1887 (designed 1886),amber colored gemlike spots surrounding purple rectangle border; mottled blue ground; three leaf and scroll elements; two yellow and white varigated ovoids; two brown and white varigated ovoids,10 11/16 x 62 3/8 in. (27.15 x 158.43 cm),158.43,http://pstrial-2019-12-16.toscrape.com/content/39066.jpg,Not on View,Leaded glass,133.15,"Overdoor panel from the John L. Merriam House, St. Paul, MN, one of a pair",http://pstrial-2019-12-16.toscrape.com/item/39066/Overdoor_panel_from_the_John_L?back=155,27.15
,insunsh,2014-03-09,19th century,ink well and hand operated wheel with string wrapped around wheel and lead through inkwell; set in wood block carved with clouds at one end; four brass feet and side discs,2 15/16 x 8 1/2 x 5in. (7.5 x 21.6 x 12.7cm),,http://pstrial-2019-12-16.toscrape.com/content/38903.jpg,Not on View,"Pine, elm, brass, copper",728.05,Carpenter and Cabinet Maker Ink Line,http://pstrial-2019-12-16.toscrape.com/item/38903/Carpenter_and_Cabinet_Maker_In?back=155,
William Morris,insunsh,2008-03-29,c. 1864-1892,Pale blue background with all over design of pink flowers (poppies?) intertwined with large leafed vines in gold and light green,"39 1/4 x 20 7/8 in. (99.7 x 53.02 cm) (sight)
46 15/16 x 28 in. (119.22 x 71.12 cm) (outer frame)",53.02,http://pstrial-2019-12-16.toscrape.com/content/40743.jpg,Not on View,Color lithograph,617.99,Wallpaper Sheet from a Set of Ten Wallpaper Sheets,http://pstrial-2019-12-16.toscrape.com/item/40743/Wallpaper_Sheet_from_a_Set_of_?back=155,99.7
Jerry Rudquist,insunsh,2016-04-03,1949-1977,,41 x 29 1/2 in. (104.14 x 74.93 cm) (image),74.93,http://pstrial-2019-12-16.toscrape.com/content/40635.jpg,Not on View,Lithograph,752.82,Zoog,http://pstrial-2019-12-16.toscrape.com/item/40635/Zoog?back=155,104.14
Clement Haupers,insunsh,2013-12-11,1915-1982,,"6 7/8 x 10 3/4 in. (17.46 x 27.31 cm) (image)
10 1/16 x 13 11/16 in. (25.56 x 34.77 cm) (sheet)",27.31,http://pstrial-2019-12-16.toscrape.com/content/40606.jpg,Not on View,Mixed intaglio,625.91,"Two Haystacks, Pine County",http://pstrial-2019-12-16.toscrape.com/item/40606/Two_Haystacks_Pine_County?back=155,17.46
Steven Campbell,insunsh,2016-03-17,1983,"man wearing coat and vest, with PL hand on back of neck and PR arm extended, palm out; PR leg raised","60 x 48 in. (152.4 x 121.92 cm) (image)
65 x 52 in. (165.1 x 132.08 cm) (sheet)
73 1/4 x 59 3/4 in. (186.06 x 151.77 cm) (outer frame)",121.92,http://pstrial-2019-12-16.toscrape.com/content/40557.jpg,Not on View,Woodcut on Japan paper,876.22,Gesturing Hiker,http://pstrial-2019-12-16.toscrape.com/item/40557/Gesturing_Hiker?back=155,152.4
,insunsh,2014-11-05,17th century,"damask brocade: Rococo pattern in green, blue, silver and white brocaded on a bright terracotta damask ground",20 x 7 in. (50.8 x 17.78 cm),17.78,http://pstrial-2019-12-16.toscrape.com/content/40524.jpg,Not on View,?; damask brocade,259.3,Panel,http://pstrial-2019-12-16.toscrape.com/item/40524/Panel?back=155,50.8
Christian Wilhelm Ernst Dietrich,insunsh,2009-06-23,18th century,,10 1/2 x 7 3/8 in. (26.67 x 18.73 cm) (plate),18.73,http://pstrial-2019-12-16.toscrape.com/content/40465.jpg,Not on View,Etching,828.71,The Mountainbank,http://pstrial-2019-12-16.toscrape.com/item/40465/The_Mountainbank?back=155,26.67
