artist,categories,date_added,dated,description,dimensions,height,image,location,medium,price,title,url,width
,insunsh,2011-11-30,20th century,"Orange, yellow, purple and white pile design on brown and natural striped ground",60 1/2 x 62 in. (153.7 x 157.5 cm),157.5,http://pstrial-2019-12-16.toscrape.com/content/16692.jpg,Not on View,Wool,371.92,Saddle Cover for a Mule,http://pstrial-2019-12-16.toscrape.com/item/16692/Saddle_Cover_for_a_Mule?back=155,153.7
,insunsh,2016-02-19,20th century,,213 x 28 in. (541 x 71.1 cm) (approximately),71.1,http://pstrial-2019-12-16.toscrape.com/content/16652.jpg,Not on View,"Cotton, silk",284.01,Baby carrier,http://pstrial-2019-12-16.toscrape.com/item/16652/Baby_carrier?back=155,541.0
,insunsh,2017-10-25,1644-1912,,7 1/2in. (19cm),,http://pstrial-2019-12-16.toscrape.com/content/16649.jpg,Not on View,Mutton fat jade,795.17,"Peacock, One of a Pair",http://pstrial-2019-12-16.toscrape.com/item/16649/Peacock_One_of_a_Pair?back=155,
Noda Tetsuya,insunsh,2010-03-29,1972,,"18 11/16 x 18 11/16 in. (47.5 x 47.5 cm) (image)
24 13/16 x 24 13/16 in. (63 x 63 cm) (sheet)",47.5,http://pstrial-2019-12-16.toscrape.com/content/16619.jpg,Not on View,Photographic lithograph,389.73,Diary: Nov. 1st. '72(a),http://pstrial-2019-12-16.toscrape.com/item/16619/Diary_Nov_1st_72_a_?back=155,47.5
Moritz Retzsch,insunsh,2013-05-26,1857,,"6 1/4 x 8 7/8 in. (15.88 x 22.54 cm) (sheet, irregular)",22.54,http://pstrial-2019-12-16.toscrape.com/content/16617.jpg,Not on View,Brown ink on tracing paper,889.34,Illustration to Schiller's 'Song of the Bell',http://pstrial-2019-12-16.toscrape.com/item/16617/Illustration_to_Schiller_s_Son?back=155,15.88
,insunsh,2015-11-19,20th century,"Leather and metal object. Ten metal pieces make up a pyramidal shape, with 9 diamond shaped pieces and one triangular shape; all are topped with a spherical stud. They form a serrated edge along bottom. Top is a leather piece",3 1/8 x 2 5/8 in. (7.9 x 6.7 cm),6.7,http://pstrial-2019-12-16.toscrape.com/content/16514.jpg,Not on View,"Leather, metal",816.89,"Pendant (Chamaisa), one of a pair",http://pstrial-2019-12-16.toscrape.com/item/16514/Pendant_Chamaisa_one_of_a_pair?back=155,7.9
,insunsh,2011-07-20,20th century,"Midnight blue with roundel designs, red lining",48 1/2 x 68in. (123.2 x 172.7cm),172.7,http://pstrial-2019-12-16.toscrape.com/content/16504.jpg,Not on View,Silk,820.15,Scholar's Robe,http://pstrial-2019-12-16.toscrape.com/item/16504/Scholar_s_Robe?back=155,123.2
"Utagawa Hiroshige,Sanoya Kihei",insunsh,2010-10-17,c. 1840-1842,,"6 1/8 x 8 1/4 in. (15.6 x 20.9 cm) (image)
6 5/8 x 8 7/8 in. (16.8 x 22.5 cm) (plate)",20.9,http://pstrial-2019-12-16.toscrape.com/content/16038.jpg,Not on View,Woodblock print (nishiki-e); ink and color on paper,328.15,Odawara,http://pstrial-2019-12-16.toscrape.com/item/16038/Odawara?back=155,15.6
Jean Duvet,insunsh,2009-07-24,Date Unknown,"at top center, angel standing astride; letters 'HIST CAP19 APOC' below figure; underneath angel-many writhing figures of men and animals",13 15/16 x 10 1/2 in. (35.4 x 26.67 cm) (sheet),26.67,http://pstrial-2019-12-16.toscrape.com/content/15954.jpg,Not on View,Photograph,586.5,"Angel Standing in Sun, from a group of photographs of rare prints in the British Museum",http://pstrial-2019-12-16.toscrape.com/item/15954/Angel_Standing_in_Sun_from_a_g?back=155,35.4
Minor White,insunsh,2008-03-02,1947 (printed before 1960),man's feet; man wears rolled-up pants,"3 9/16 x 4 9/16 in. (9.05 x 11.59 cm) (image, sheet)
7 13/16 x 6 7/16 in. (19.84 x 16.35 cm) (mount)",11.59,http://pstrial-2019-12-16.toscrape.com/content/17507.jpg,Not on View,Gelatin silver print,65.78,"Feet, Tom Murphy, San Francisco",http://pstrial-2019-12-16.toscrape.com/item/17507/Feet_Tom_Murphy_San_Francisco?back=155,9.05
,insunsh,2009-05-28,c. 1950,"Bracelet; silver band with stamped design; 43 turquoise.   J# 1080, No Cat#",1 1/2 x 2 5/8in. (3.8 x 6.7cm),6.7,http://pstrial-2019-12-16.toscrape.com/content/17279.jpg,G259,"Silver, turquoise",447.94,Bracelet,http://pstrial-2019-12-16.toscrape.com/item/17279/Bracelet?back=155,3.8
,insunsh,2012-02-27,c. 1800,,8 x 5 in. (20.32 x 12.7 cm) (approx.),12.7,http://pstrial-2019-12-16.toscrape.com/content/17231.jpg,G213,"Wood, gilt, gesso, glass",796.98,Backdrop for an Enshrined Buddha,http://pstrial-2019-12-16.toscrape.com/item/17231/Backdrop_for_an_Enshrined_Budd?back=155,20.32
,insunsh,2014-04-18,20th century,orangish-red embroidery on cream ground,49 x 33 in. (124.5 x 83.8 cm),83.8,http://pstrial-2019-12-16.toscrape.com/content/17223.jpg,Not on View,"Cotton, silk; embroidered",695.73,Pillow Cover,http://pstrial-2019-12-16.toscrape.com/item/17223/Pillow_Cover?back=155,124.5
,insunsh,2009-12-01,20th century,,"4 1/2 x 4 in. (11.4 x 10.2 cm) (each, including fur fringe)",10.2,http://pstrial-2019-12-16.toscrape.com/content/17220.jpg,Not on View,"Cotton, silk, fur, embroidery",756.99,Ear warmers,http://pstrial-2019-12-16.toscrape.com/item/17220/Ear_warmers?back=155,11.4
,insunsh,2014-08-12,1960s,"red, brown, and ikat striped ground with supplementary weft geometric patterning",32 x 43 in. (81.3 x 109.2 cm),109.2,http://pstrial-2019-12-16.toscrape.com/content/17174.jpg,Not on View,Cotton ikat,548.7,Everyday Huipil (Top),http://pstrial-2019-12-16.toscrape.com/item/17174/Everyday_Huipil_Top_?back=155,81.3
,insunsh,2012-03-02,c. 1600,"cassetta frame with deep architectural profile, walnut painted panels decorated with continuous gilt arabesques. On Costa, Portrait of a Cardinal in his Study, 70.17.",40 1/4 x 41 1/2 x 3 1/2 in. (102.2 x 105.4 x 8.9 cm),,http://pstrial-2019-12-16.toscrape.com/content/16951.jpg,Not on View,"Walnut, painted and gilt decorations",148.15,Cassetta frame,http://pstrial-2019-12-16.toscrape.com/item/16951/Cassetta_frame?back=155,
Nathan Lazarnick,insunsh,2015-04-07,c. 1911,,"7 7/16 x 9 1/8 in. (18.89 x 23.18 cm) (image)
7 7/16 x 10 7/16 in. (18.89 x 26.51 cm) (mount)",23.18,http://pstrial-2019-12-16.toscrape.com/content/16853.jpg,Not on View,Gelatin silver print,701.89,Finished Stock Room,http://pstrial-2019-12-16.toscrape.com/item/16853/Finished_Stock_Room?back=155,18.89
,insunsh,2011-02-11,c. 1745,"globular shape with S shaped spout and loop handle, cover with lion finial, circular stand with scalloped rim and three paw feet, blue and brown marbelized pattern on mud-yellow ground",4 7/8in. (12.4cm),,http://pstrial-2019-12-16.toscrape.com/content/16704.jpg,G331,Glazed earthenware (agateware),557.55,Teapot with cover and stand,http://pstrial-2019-12-16.toscrape.com/item/16704/Teapot_with_cover_and_stand?back=155,
"William Gray Purcell,George Grant Elmslie",insunsh,2011-05-06,c. 1913,"master, child's room",45 x 26in. (114.3 x 66cm),66.0,http://pstrial-2019-12-16.toscrape.com/content/16702.jpg,Purcell-Cutts House,"Glass, zinc caming",353.74,"Window, Purcell-Cutts House",http://pstrial-2019-12-16.toscrape.com/item/16702/Window_Purcell-Cutts_House?back=155,114.3
,insunsh,2011-05-28,6th-15th century,"Jar modeled in three sections, representing fruits, with three loop handles attached to base of spout. Burnished surface decorated with vertical panels of stylized birds alternating with panels of horizontal zigzag lines in black on a brown ground.",7 x 5 3/8 x 5 3/8 in. (17.8 x 13.7 x 13.7 cm),,http://pstrial-2019-12-16.toscrape.com/content/18318.jpg,Not on View,"Clay, pigments",265.44,Vessel in the form of vegetables,http://pstrial-2019-12-16.toscrape.com/item/18318/Vessel_in_the_form_of_vegetabl?back=155,
,insunsh,2008-01-29,10th-9th century BCE,"The form of this vessel is the usual broad type with oval section, but the exaggeratedly high collar of the lid, topped by a spherical knob, adds to the impression of height. The decor, disposed in three belts foot, neck, and lid, displays dragons with S-shaped bodies, turned heads, and large S-shaped crests (or horns?). The neck belt is divided in two panels on the long side by a free animal's head, the foot and rim belts by very shallow lines in low relief representing flanges. The handle ends in animals' heads with bottle horns. For a discussion of this type of horn see Karlgren, number 17 (50.46.18ab). Patina green and blue-green.","9 15/16 × 7 15/16 × 4 13/16 in., 4.4 lb. (25.3 × 20.1 × 12.2 cm, 2 kg)",,http://pstrial-2019-12-16.toscrape.com/content/18242.jpg,Not on View,Bronze,342.66, wine vessel,http://pstrial-2019-12-16.toscrape.com/item/18242/_I_You_I_wine_vessel?back=155,
,insunsh,2009-10-30,13th century,"Bowl, deep funnel-shaped, on high flaring foot, and with inward curving rim. Brownish earthenware. Decorations inside consist of all-over floral designs in brown and white, with white dots on brown ground (typical Sultanabad motif) with splash of bluish green in center, and at one side wave-like design in blue with four blue fish in low relief Cufic characters in blue and brown; body decorated with conventionalized elliptic designs in brown on white. The whole covered with yellow glaze. Broken and mended.",4 x 7 3/8 in. (10.16 x 18.73 cm),18.73,http://pstrial-2019-12-16.toscrape.com/content/17997.jpg,G243,"Earthenware with underglaze-painted decor, Sultanabad ware",373.52,Bowl,http://pstrial-2019-12-16.toscrape.com/item/17997/Bowl?back=155,10.16
"Adriaan Hanneman,Lucy Hay, Countess of Carlisle",insunsh,2011-11-27,c. 1660–65,"Portrait of a woman in a green dress and brown scarf with flowers in her hair, pearl necklace and earrings, at a fountain.",32 x 26 in. (81.28 x 66.04 cm) (canvas),66.04,http://pstrial-2019-12-16.toscrape.com/content/17996.jpg,G332,Oil on canvas,234.28,"Portrait of Lucy Hay (née Percy), Countess of Carlisle",http://pstrial-2019-12-16.toscrape.com/item/17996/Portrait_of_Lucy_Hay_n_e_Percy?back=155,81.28
Nora Naranjo Morse,insunsh,2016-05-30,1999,"7-piece sculpture; 7 tall, totemic towers a tiered, brown with protruding nipples; b wedge-shaped, orange and brown, with rectangular and circular cutouts; c tan with geometric cutouts and rounded shape; d speckled green with geometric incised designs; e tan and brown, irregular tiered rectangular with painted areas; f orange slabs with protruding nipples, tan geometric painting on top; g dark brown, tiered, rectangular, with geometric cutouts",a: H.72-1/16 x W.10-5/16 x D.9-1/2 in.; b: H.70-5/8 x W.10-1/2 D.8-1/4 in.; c: H.71-3/16 x W.9-5/8 x D.9-7/16 in.; d: H.78-3/16 x W.8-1/2 x D.8-3/8 in.; e: H.68-9/16 x W.7-3/4 x D.7-3/4 in.; f: H.68-3/4 x W.11-13/16 x D.9-3/8 in.; g: H.69-5/16 x W.7-5/8 x D.7-5/16 in.; h: (o-shaped ring) H.9/16 x Dia.1-3/4; i: (c-shaped ring) H.5/8 x W.1-3/8 in. D.1-1/2 in.,,http://pstrial-2019-12-16.toscrape.com/content/17951.jpg,Not on View,"Clay, paint",854.33,Our Homes Ourselves,http://pstrial-2019-12-16.toscrape.com/item/17951/Our_Homes_Ourselves?back=155,
,insunsh,2016-08-19,1350-946 BCE,heart scarab; green basalt; inscription reads:,1 15/16 in. (4.9 cm),,http://pstrial-2019-12-16.toscrape.com/content/17941.jpg,Not on View,Green basalt,272.69,Heart Scarab,http://pstrial-2019-12-16.toscrape.com/item/17941/Heart_Scarab?back=155,
Jeremiah Theus,insunsh,2017-08-10,c. 1771,Portrait.,"30 x 25 in. (76.2 x 63.5 cm) (canvas)
29 1/2 x 24 5/8 in. (74.93 x 62.55 cm) (sight)
37 x 32 3/8 x 2 3/8 in. (93.98 x 82.23 x 6.03 cm) (outer frame)",63.5,http://pstrial-2019-12-16.toscrape.com/content/17766.jpg,Not on View,Oil on canvas,837.25,Portrait of Marcy Olney (1749 - 1780?),http://pstrial-2019-12-16.toscrape.com/item/17766/Portrait_of_Marcy_Olney_1749_-?back=155,76.2
,insunsh,2011-04-17,mid 17th century,"Mirror frame; of Stuart stump work on white ground; six figures at sides, castle at top, fountain at bottom.Tortoise shell moulding. Present cresting not original but made up of piece from coffre cover. (to be removed).",37 3/8 x 24 1/2 in. (94.93 x 62.23 cm),62.23,http://pstrial-2019-12-16.toscrape.com/content/17669.jpg,Not on View,Silk and metal threads; embroidery,55.91,Mirror Frame,http://pstrial-2019-12-16.toscrape.com/item/17669/Mirror_Frame?back=155,94.93
Unknown Japanese,insunsh,2008-09-26,19th century,"Box, rectangular, dark base with gold foil sprinkled on (nashi-ji), decorated with various-sized butterflies. Bottom and inside aventurine",3 x 3 1/16 in. (7.62 x 7.78 cm),7.78,http://pstrial-2019-12-16.toscrape.com/content/17619.jpg,Not on View,Lacquer with sprinkled gold and silver designs,536.34,(Small Box with Butterflies),http://pstrial-2019-12-16.toscrape.com/item/17619/_Small_Box_with_Butterflies_?back=155,7.62
,insunsh,2008-03-08,19th century,wall bracket for candles (applique); two branches springing from slender rod entwined with ivy and leaf motifs; fine quality modeling and gilt,22 3/4 x 12 x 5 3/4 in. (57.79 x 30.48 x 14.61 cm),,http://pstrial-2019-12-16.toscrape.com/content/17590.jpg,G314,Gilt bronze,482.01,"Wall sconce, one of a pair",http://pstrial-2019-12-16.toscrape.com/item/17590/Wall_sconce_one_of_a_pair?back=155,
Honoré Daumier,insunsh,2010-12-02,1838,,9 5/16 x 9 3/16 in. (23.65 x 23.34 cm) (sheet),23.34,http://pstrial-2019-12-16.toscrape.com/content/18919.jpg,Not on View,Lithograph,447.84,"Robert Macaire magnétiseur.  Voici un excellent sujet....pour le magnétisme..... (Robert Macaire), from Le Charivari",http://pstrial-2019-12-16.toscrape.com/item/18919/Robert_Macaire_magn_tiseur_Voi?back=155,23.65
Honoré Daumier,insunsh,2009-03-13,1837,,9 3/4 x 8 1/2 in. (24.77 x 21.59 cm) (sheet),21.59,http://pstrial-2019-12-16.toscrape.com/content/18892.jpg,Not on View,Lithograph,577.95,"Exploitation de la Paternité.  Ah! Mon fils, ne perdez jamais la piété....... (Robert Macaire), from Le Charivari",http://pstrial-2019-12-16.toscrape.com/item/18892/Exploitation_de_la_Paternit_Ah?back=155,24.77
Honoré Daumier,insunsh,2012-05-23,1836,,7 1/8 x 6 5/8 in. (18.1 x 16.83 cm) (sheet),16.83,http://pstrial-2019-12-16.toscrape.com/content/18881.jpg,Not on View,Lithograph,234.02,Qu'est-ce que vous faites-là (La Chasse),http://pstrial-2019-12-16.toscrape.com/item/18881/Qu_est-ce_que_vous_faites-l_La?back=155,18.1
Honoré Daumier,insunsh,2010-03-30,1849,,10 5/16 x 8 1/2 in. (26.19 x 21.59 cm) (sheet),21.59,http://pstrial-2019-12-16.toscrape.com/content/18669.jpg,Not on View,Lithograph,200.24,"Ils pretendent qu'ils... (Croquis du Jour), from Le Charivari",http://pstrial-2019-12-16.toscrape.com/item/18669/Ils_pretendent_qu_ils_Croquis_?back=155,26.19
,insunsh,2014-11-25,early 6th century,"Mortuary figures, pair of, representing warriors both wear armor, with curious head-dresses, and one carries a sword-like object. Four of these figures were found at the entrance of a tomb in Honan province. Two bought by M.I.A., and two by the Boston Museum of Fine Arts. They are fashioned of polychromed pottery of the greyish cast associated with Wei. Traces of faded terra cotta color remain. These are unusually large tomb figures.",24 in. (60.96 cm),,http://pstrial-2019-12-16.toscrape.com/content/18448.jpg,G208,Grey earthenware with traces of pigment,233.77,Tomb Guardian Figures,http://pstrial-2019-12-16.toscrape.com/item/18448/Tomb_Guardian_Figures?back=155,
,insunsh,2010-11-12,c. 1770-1790,"Straight sided bowl, edges engraved with festoons, cut stem and plain foot.",5 5/8 x 2 3/4 x 2 3/4 in. (14.3 x 7.0 x 7.0 cm),,http://pstrial-2019-12-16.toscrape.com/content/18416.jpg,Not on View,Lead glass,112.34,Cordial glass,http://pstrial-2019-12-16.toscrape.com/item/18416/Cordial_glass?back=155,
"Unknown designers and cartoonists, Flanders",insunsh,2012-03-04,c. 1650,"One of set of four tapestries, with landscape scenes and figures inspired from the Hunts of Maximilian, now in the Louvre and woven after the cartoons of Bernard Van Orley, also preserved in the Louvre. Woven at sides with bases sustaining figures of putti and decorated with rams' heads. Embellishment of festoons, pendant bunches of fruits and flowers. Top border with scrolled, oblong cartouch in center, which contains a miniature landscape scene, supported by winged cherubs. Similar cartouche, with swags of fruit and flowers in bottom border. Hunting the Deer Rolling countryside with sturdy elm at left. In immediate foreground a huntsman holding spear and sounding horn, in middle distance one of his companions on horseback and another on foot, pursue the deet who advances towards the left.; Warp undyed wool, 7½-8 ends per cm., waft dyed wool and silk, 24-28 ends per cm.",159 1/2 x 150 3/4 in. (405.13 x 382.91 cm),382.91,http://pstrial-2019-12-16.toscrape.com/content/18335.jpg,G310,"Wool, silk; tapestry weave",685.19,Women Hunting the Fox,http://pstrial-2019-12-16.toscrape.com/item/18335/Women_Hunting_the_Fox?back=155,405.13
Unknown Korean,insunsh,2008-06-10,12th-13th century,"Bowl, celadon ware, shallow, with delicate decoration inside and out. (Mishima decoration) Three marks under base.",2 1/2 x 7 1/2 x 7 1/2 in. (6.35 x 19.05 x 19.05 cm),,http://pstrial-2019-12-16.toscrape.com/content/18333.jpg,Not on View,"Porcelaneous ware, inlaid celadon with lichee motif",214.12,Bowl,http://pstrial-2019-12-16.toscrape.com/item/18333/Bowl?back=155,
,insunsh,2014-07-01,late 18th century,"tan velvet ground with dragons in clouds, geometric borders and floral designs in blues, cream, black and reds; new khaki backing",H.217 x W.157 in. (approximately),,http://pstrial-2019-12-16.toscrape.com/content/18328.jpg,Not on View,Silk voided velvet,405.87,Imperial Silk Velvet Carpet,http://pstrial-2019-12-16.toscrape.com/item/18328/Imperial_Silk_Velvet_Carpet?back=155,
,insunsh,2013-07-16,618-906,Figure of woman playing lute finely modeled and white glaze.,H.10-1/2 in.,,http://pstrial-2019-12-16.toscrape.com/content/18323.jpg,Not on View,White eartheware with white glaze,455.68,Tomb Figure Representing a Musician Playing a Lute,http://pstrial-2019-12-16.toscrape.com/item/18323/Tomb_Figure_Representing_a_Mus?back=155,
,insunsh,2013-09-05,1930-1940,"very used, old style; tan; two panels stitched together; appears to have a date embroidered at corner of one selvedge side; two embroideries ""framed"" at center, geometric and bird like; tight weave; another embroidered emblem at corner opposite dated selvedge",44 x 37 in. (111.76 x 93.98 cm),93.98,http://pstrial-2019-12-16.toscrape.com/content/19728.jpg,Not on View,Cotton,285.14,Cloth (tzute),http://pstrial-2019-12-16.toscrape.com/item/19728/Cloth_tzute_?back=155,111.76
"Lorna Simpson,Brooke Alexander Editions, New York",insunsh,2010-10-06,1991,"three black and white images, from top: mouth, chin and collar bones of dark-skinned female figure; small cylindrical brick building with conical roof; and cylinrical loops of hair braids; surrounded by six black blocks with white text","74 x 38 in. (187.96 x 96.52 cm) (sheet)
78 1/4 x 42 1/2 in. (198.76 x 107.95 cm) (outer frame)",96.52,http://pstrial-2019-12-16.toscrape.com/content/19711.jpg,Not on View,Photogravure and screenprint,685.73,Counting,http://pstrial-2019-12-16.toscrape.com/item/19711/Counting?back=155,187.96
,insunsh,2010-10-11,20th century,"rust colored square with 7"" leg openings at corners; narrow 6"" bands hand-laced together; faced leg openings; waist hand-hemmed to outside; uneven dye",31 3/4 x 35 1/2 in. (80.65 x 90.17 cm),90.17,http://pstrial-2019-12-16.toscrape.com/content/19571.jpg,Not on View,Cotton,92.54,Pair of Man's Pants,http://pstrial-2019-12-16.toscrape.com/item/19571/Pair_of_Man_s_Pants?back=155,80.65
"Charles Knight I,Henri Merke,after Edward Orme",insunsh,2015-06-25,1807,,"8 7/8 x 12 3/8 in. (22.54 x 31.43 cm) (plate)
10 5/16 x 14 7/8 in. (26.19 x 37.78 cm) (sheet)",31.43,http://pstrial-2019-12-16.toscrape.com/content/19453.jpg,Not on View,Hand-colored etching and aquatint,383.9,Outside of a Cottage in Buckinghamshire,http://pstrial-2019-12-16.toscrape.com/item/19453/Outside_of_a_Cottage_in_Buckin?back=155,22.54
Honoré Daumier,insunsh,2012-11-04,1846,,13 3/4 x 10 1/8 in. (34.93 x 25.72 cm) (sheet),25.72,http://pstrial-2019-12-16.toscrape.com/content/19280.jpg,Not on View,Lithograph,61.64,"Quand on fait ses foins... (Pastorales), from Le Charivari",http://pstrial-2019-12-16.toscrape.com/item/19280/Quand_on_fait_ses_foins_Pastor?back=155,34.93
Honoré Daumier,insunsh,2012-06-19,1850,,9 7/8 x 13 15/16 in. (25.08 x 35.4 cm) (sheet),35.4,http://pstrial-2019-12-16.toscrape.com/content/19102.jpg,Not on View,Lithograph,835.37,"Tous le trois profitant. (Idylles Parlementaires), from Le Charivari",http://pstrial-2019-12-16.toscrape.com/item/19102/Tous_le_trois_profitant_Idylle?back=155,25.08
Honoré Daumier,insunsh,2008-04-03,1845,,10 1/8 x 9 3/16 in. (25.72 x 23.34 cm) (sheet),23.34,http://pstrial-2019-12-16.toscrape.com/content/19100.jpg,Not on View,Lithograph,346.52,Desagrement de diner... (Pastorales),http://pstrial-2019-12-16.toscrape.com/item/19100/Desagrement_de_diner_Pastorale?back=155,25.72
